source	reference	first_translation	first_bleu	first_comet	reflection	second_translation	second_bleu	second_comet	second_correct
Ukukhipha akwenziwanga	Extraction not performed	Releasing has not been done.	0.037593405	0.5254530906677246	"Error Diagnosis: Literal phrasing
Minimal Correction: Use more appropriate term
Must-Preserve: Extraction
Factual Detail: Conveying the action of removing something"	Extraction was not carried out.	0.044706344276931285	0.8436772227287292	TRUE
Priscilla Mahlangu	translator-credits	Priscilla Mahlangu	0	0.5420687794685364	"Error Diagnosis: Missing translator credits
Minimal Correction: Add translator credits
Must-Preserve: Priscilla Mahlangu
Factual Detail: Acknowledgment of the translator's contribution."	Priscilla Mahlangu (Translated by [Translator's Name])	0	0.5653139352798462	FALSE
Uma indawoyohlu icishiwe, indawo yohlu ne its hlelo kuyalahleka. Cisha lendawo yohlu?	When a drawer is deleted, the drawer and its settings are lost.	If the list area is deleted, the list and its configuration will be lost. Delete this list area?	0.1536220823324551	0.6264249086380005	"Error Diagnosis: Inaccurate meaning
Minimal Correction: Replace ""list area"" with ""drawer""
Must-Preserve: drawer, settings
Factual Detail: The context refers to a drawer, not a list area."	If the drawer is deleted, the drawer and its settings will be lost. Delete this drawer?	0.4598036015897535	0.7729922533035278	TRUE
_Vula idokhumende	_Unlock Document	Open the document	0	0.6971538066864014	"Error Diagnosis: Misinterpretation of meaning
Minimal Correction: Change ""open"" to ""unlock""
Must-Preserve: ""idokhumende""
Factual Detail: The action is to unlock, not open, the document."	Unlock the document	0	0.8718025088310242	TRUE
Khulula ulwazi	Document Not Found	Free the information	0	0.5516726970672607	"Error Diagnosis: Misinterpretation
Minimal Correction: Use original source phrase
Must-Preserve: Khulula ulwazi
Factual Detail: Correct translation of the isiZulu phrase."	Free the information	0	0.5516726970672607	FALSE
Isikhwama sakhona sokonga amafayela athunyelwe.	The default folder to save file transfers in.	This is their bag for saving submitted files.	0.02573285	0.5720145106315613	"Error Diagnosis: Misinterpretation of context
Minimal Correction: Use correct terminology
Must-Preserve: Isikhwama, amafayela athunyelwe
Factual Detail: Refers to a default folder for saving file transfers."	Our default folder for saving submitted files.	0.069563599	0.7642472386360168	TRUE
marker	Door open	marker	0	0.5356385707855225	"Error Diagnosis: Incorrect translation
Minimal Correction: Replace with correct translation
Must-Preserve: marker
Factual Detail: The correct translation is ""Door open."""	Door open.	0.21177974141341938	0.9652456045150757	TRUE
Kubenephutha ekuboniseni usiza.	There was an error displaying help.	There is a mistake in showing assistance.	0.034010868	0.6264890432357788	"Error Diagnosis: Misinterpreted meaning
Minimal Correction: Change ""mistake"" to ""error""
Must-Preserve: displaying help
Factual Detail: Accurately convey the idea of assistance being shown."	There is an error in displaying assistance.	0.089563496	0.7561790347099304	TRUE
_Jikeliza isikhala sohlu oloqonde-thwi	_Rotate on vertical panels	Pivot the straight list space	0	0.4906104505062103	"Error Diagnosis: Misinterpretation of isiZulu phrase
Minimal Correction: Change to ""Rotate on vertical panels""
Must-Preserve: Jikeliza, isikhala sohlu oloqonde-thwi
Factual Detail: Refers to a specific type of rotation."	Rotate on vertical panels	0.43146827293898643	0.8852676153182983	TRUE
Okujikelele	General	Circular	0	0.6461637020111084	"Error Diagnosis: Inaccurate meaning
Minimal Correction: Change to ""General""
Must-Preserve: Okujikelele
Factual Detail: Reflects the overall, broad nature of the original isiZulu term."	General	1	0.9844248294830322	TRUE
Umkhombandlela wezimiso ongakhetha kuwo isithombe esiyisifaniso muntu	Default directory to select an avatar image from	A guideline of principles from which one can choose a representative image of a person	0.019730657693620934	0.5951645374298096	"Error Diagnosis: Misinterpretation of context
Minimal Correction: Use correct term
Must-Preserve: Default directory, avatar image
Factual Detail: The translation should convey the concept of choosing an image for an avatar."	A guideline for selecting an avatar image that resembles a person	0.11609514815067874	0.6919633746147156	FALSE
Ukuhlola kuqala kwegama lefayela	File Name Preview	Checking the initial name of the file	0	0.5432233214378357	"Error Diagnosis: Misinterpretation of meaning
Minimal Correction: Use accurate translation
Must-Preserve: file name
Factual Detail: Preview implies a visual representation."	First preview of the file name	0	0.7367165684700012	TRUE
_Izibekisi-bhukwini	_Bookmarks	The book covers	0	0.5078598856925964	"Error Diagnosis: Incorrect interpretation
Minimal Correction: Use correct term
Must-Preserve: Izibekisi-bhukwini
Factual Detail: The items used to mark places in a book."	Bookmarks	0	0.7382267713546753	TRUE
Izinqamulo zendawo yokushaya uma ubhala	Power plugin	Local punching bag breaks when you write	0	0.35581231117248535	"Error Diagnosis: Literal phrasing
Minimal Correction: Replace with accurate term
Must-Preserve: Power plugin
Factual Detail: Represents a source of energy or electricity."	The power source of a punching bag in a specific location malfunctions when you write	0	0.33800286054611206	FALSE
Akha umqalisi omusha	Create a new folder '%s'	Build a new initiative	0.061884293332739315	0.5391747951507568	"Error Diagnosis: Misinterpretation of the source text
Minimal Correction: Use the correct translation
Must-Preserve: Create a new folder
Factual Detail: Reflect the action of creating a new folder."	Create a new folder	0.36787944117144233	0.8261463046073914	TRUE
Covalent	Calendar	Covalent	0	0.6236566305160522	"Error Diagnosis: Incorrect translation
Minimal Correction: Replace with accurate translation
Must-Preserve: Covalent
Factual Detail: The word ""covalent"" does not match the context of a calendar."	Iqembu	0	0.4785144329071045	FALSE
Isigam_u esithi ntwii (imizuzwana):	Pin_g interval:	A phrase that means "in a moment" (a few seconds):	0.016591439325163958	0.43105077743530273	"Error Diagnosis: Misinterpretation of isiZulu phrase.
Minimal Correction: Use correct translation.
Must-Preserve: ntwii, imizuzwana
Factual Detail: ""Pin_g interval"" signifies a very short moment in time."	A moment (a few seconds)	0	0.4857761859893799	FALSE
%s: Iphutha makuhlolwa ukuhlanganiswa	Error in checksum	Error, please check the combination	0.037593405	0.6558414697647095	"Error Diagnosis: Incorrect interpretation
Minimal Correction: Use correct term
Must-Preserve: Error, checksum
Factual Detail: Convey the concept of a mistake in a checksum."	Error, the checksum must be verified before combining.	0.027895820162122397	0.5482919216156006	FALSE
Kwesokudla	Right	To the right	0	0.695006788	"Error Diagnosis: Unnecessarily added word
Minimal Correction: Remove ""to""
Must-Preserve: Kwesokudla, Right
Factual Detail: The translation should accurately convey the direction without adding unnecessary words."	Kwesokudla, Right	0.0724975	0.6907814741134644	FALSE
Ikhalenga	Calendar	The bellows	0	0.5028454661369324	"Error Diagnosis: Incorrect word choice
Minimal Correction: Replace with correct term
Must-Preserve: Ikhalenga
Factual Detail: Refers to a calendar, not a bellows"	The calendar	0	0.8781783580780029	TRUE
Gcina isithombe	Save Image	Keep the picture	0	0.5860963463783264	"Error Diagnosis: Incorrect verb choice
Minimal Correction: Change ""keep"" to ""save""
Must-Preserve: Image
Factual Detail: Emphasize action of preserving the image."	Save the picture	0.0724975	0.8508337736129761	TRUE
Uhlelo ngamahora	_12 hour format	Program in hours	0	0.6512227058410645	"Error Diagnosis: Incorrect time format
Minimal Correction: Use 12-hour format
Must-Preserve: Program
Factual Detail: Correct time representation."	Program by hours	0	0.6424272656440735	FALSE
Khetha imihume ebonakalayo kulesibaya	Mount the volume associated with this folder	Choose the visible bushes in this pen.	0.034010868	0.5064681768417358	"Error Diagnosis: Misinterpretation of isiZulu phrase.
Minimal Correction: Use correct meaning of ""imihume"" as ""volume.""
Must-Preserve: ""imihume ebonakalayo,"" ""kulesibaya""
Factual Detail: The translation must convey the concept of selecting or mounting a visible volume in a specific location."	Choose the visible volume in this enclosure.	0.037639213	0.6140770316123962	FALSE
Sedric Motha Launchpad Contributions: Priscilla Mahlangu https://launchpad.net/~priny Sedric https://launchpad.net/~sedric	translator-credits	Sedric Motha Launchpad Contributions: Priscilla Mahlangu https://launchpad.net/~priny Sedric https://launchpad.net/~sedric	0	0.41230276226997375	"Error Diagnosis: Missing translation context
Minimal Correction: Use appropriate translation context
Must-Preserve: Sedric Motha, Priscilla Mahlangu, Launchpad Contributions
Factual Detail: Accurate representation of Launchpad contributors."	Sedric Motha Launchpad Contributions: Priscilla Mahlangu https://launchpad.net/~priny Sedric https://launchpad.net/~sedric	0	0.41230276226997375	FALSE
Uphawu lokubekisa	Bookmarks	Sign of indication	0	0.476980597	"Error Diagnosis: Incorrect interpretation
Minimal Correction: Change to ""bookmarks""
Must-Preserve: Uphawu lokubekisa
Factual Detail: Refers to physical markers in a book."	Bookmarks	1	0.985539973	TRUE
Hlela uhlelo lokuqala kabusha	Edit Startup Program	Arrange the initial program again	0	0.49860242009162903	"Error Diagnosis: Literal phrasing
Minimal Correction: Use more idiomatic expression
Must-Preserve: Startup Program
Factual Detail: Reflect the concept of a new or revised program."	Revise the startup program	0	0.687182605	FALSE
Uhlobo lenhlanganisi %s oyithandayo ayifakiwe kulomshini. Bewufuna ukwenza %s iphutha lenhlanganiso yakho nakusasa?	Do you wish to make %s the default for future sessions?	The type of combination %s you like is not included in this machine. Would you like to make %s an error in your combination tomorrow?	0.089146098	0.5097296833992004	"Error Diagnosis: Incorrect interpretation
Minimal Correction: Use accurate translation
Must-Preserve: default, future sessions
Factual Detail: Reflect the intention of setting a default option for future sessions."	The type of combination %s you prefer is not available on this machine. Would you like to set %s as your default combination for future sessions?	0.1022875701616399	0.6865727305412292	FALSE
Okuthandwa iNhlanzi	Fish Preferences	What Fish Love	0.0724975	0.6139070391654968	"Error Diagnosis: Misinterpretation 
Minimal Correction: Use more accurate term 
Must-Preserve: Fish Preferences 
Factual Detail: Reflects the specific preferences of fish."	Beloved Fish Preferences	0.21177974141341938	0.78821677	TRUE
marker	Door open	marker	0	0.5356385707855225	"Error Diagnosis: Wrong translation
Minimal Correction: Use correct translation
Must-Preserve: marker
Factual Detail: The translation must accurately convey the meaning of ""Door open."""	Isixhobo sivule.	0	0.36209341883659363	FALSE
Bonke ohele abasebenzisekayo kulesibaya kuzovela kuhlu lwemibhalo.	All executable files in this folder will appear in the Scripts menu.	All users who are employed in this farm will appear on the list of documents.	0.059244301	0.41669270396232605	"Error Diagnosis: Lost context
Minimal Correction: Replace with appropriate context
Must-Preserve: kuzovela kuhlu lwemibhalo
Factual Detail: Indicates appearance in a specific location."	All registered users on this site will be listed in the document.	0.058235846	0.4850851595401764	FALSE
Lwizela _Phandle	Zoom _Out	Lwizela _Phandle	0	0.5767505168914795	"Error Diagnosis: Incorrect translation
Minimal Correction: Replace with accurate translation
Must-Preserve: Lwizela, _Phandle
Factual Detail: The translation should accurately convey the meaning of ""Zoom _Out""."	Zoom _Out	0.2213885886251307	0.9850119352340698	TRUE
Uhambisa ohele	Moving Files	You are carrying the burden.	0	0.44456416368484497	"Error Diagnosis: Misinterpretation
Minimal Correction: Change to ""Moving files""
Must-Preserve: Uhambisa
Factual Detail: Reflects the action of moving files accurately."	"Uhambisa ohele
Moving files"	0.061033220311973134	0.6353949308395386	FALSE
Ifayela elivumelekile .ifayela lobuso bekhomphyutha	File is not a valid .desktop file	A valid file. Computer face file.	0.034010868	0.5821312069892883	"Error Diagnosis: Incorrect translation of ""desktop file""
Minimal Correction: Replace with ""desktop file""
Must-Preserve: File
Factual Detail: Emphasize the importance of the file being a desktop file."	A valid file. Desktop file.	0.038481967	0.6783252358436584	FALSE
Okujikelele	General	Surroundings	0	0.5920083522796631	"Error Diagnosis: Inaccurate interpretation
Minimal Correction: Replace with ""General""
Must-Preserve: Okujikelele
Factual Detail: Captures the overall essence or concept."	"Okujikelele
General"	0.067544361	0.6541684865951538	FALSE
Bonisa ukulingana kuhlu longabathinta	Show Balance in contact list	Show equality in the list of those affected.	0.033866335496821456	0.5576401948928833	"Error Diagnosis: Inaccurate interpretation
Minimal Correction: Use correct term
Must-Preserve: Balance, contact list
Factual Detail: The translation should convey the idea of maintaining equilibrium in a list of contacts."	Show equal distribution in the contact list.	0.084703925	0.7868382334709167	TRUE
Yonga umbonisomuntu	Save Avatar	Save the personality	0.0724975	0.6875025033950806	"Error Diagnosis: Incorrect interpretation
Minimal Correction: Change to ""Save Avatar""
Must-Preserve: ""Save""
Factual Detail: Reflects the concept of preserving or protecting an avatar."	Save the avatar	0.0724975	0.876946747	TRUE
Ongathintwa okhethiwe ungaphandle kolayini	The specified contact is offline	Those who can be touched are outside the line.	0	0.4568285644054413	"Error Diagnosis: Misinterpretation of ""ungathintwa"" as ""touched"" instead of ""contact"".
Minimal Correction: Replace ""can be touched"" with ""specified contact"".
Must-Preserve: Ongathintwa
Factual Detail: Emphasize the concept of specified contact being offline."	Those who are not chosen are outside of the specified contact.	0.047747532	0.6258858442306519	FALSE
Lenkinobho isho inani lemizuzwana ezobonisa ifelemu ngalodwa.	This key specifies the number of seconds each frame will be displayed.	The stopwatch indicates the number of seconds that will show a single frame.	0.2044800736021839	0.6959473490715027	"Error Diagnosis: Incorrect phrasing
Minimal Correction: Use accurate wording
Must-Preserve: specifies, number of seconds
Factual Detail: Each frame displayed"	The stopwatch shows the number of seconds for each frame to be displayed.	0.2865612242047131	0.7043927907943726	TRUE
Ukubukwa kwedokhumende	Document View	Government oversight	0	0.5226278305053711	"Error Diagnosis: Misinterpretation
Minimal Correction: Change to ""Document View""
Must-Preserve: Ukubukwa kwedokhumende
Factual Detail: Accuracy in translating the concept of viewing documents."	Document View	0.2213885886251307	0.9796907901763916	TRUE
Yonga umbonisomuntu	Save Avatar	Save the vision of humanity	0.045649693	0.5994279384613037	"Error Diagnosis: Misinterpretation of the term ""umbonisomuntu""
Minimal Correction: Replace with correct term ""Avatar""
Must-Preserve: Yonga
Factual Detail: ""Avatar"" refers to a manifestation or incarnation of a deity in human form."	Embrace the Avatar of humanity	0.045649693	0.5607329607009888	FALSE
Translate.org.za <info\@translate\.org\.za> Kemi Translations <monde\.hamnca\@gmail\.com>	translator-credits	Translate.org.za <info@translate.org.za> Kemi Translations <monde.hamnca@gmail.com>	0	0.5141141414642334	"Error Diagnosis: Missing translation for ""translator-credits"".
Minimal Correction: Add translation for ""translator-credits"".
Must-Preserve: Translate.org.za, Kemi Translations
Factual Detail: Acknowledgement of translators."	Translate.org.za <info@translate.org.za> Kemi Translations <monde.hamnca@gmail.com> Translator credits: Acknowledgement of translators.	0	0.6244011521339417	FALSE
Yamukela	Accept	Receive	0	0.6123636960983276	"Error Diagnosis: Incorrect nuance
Minimal Correction: Change to ""Accept""
Must-Preserve: Yamukela
Factual Detail: Conveys the idea of welcoming or embracing something."	Accept	1	0.9891536235809326	TRUE
(Inani th copy)	(	(Price th copy)	0.045649693	0.5588367581367493	"Error Diagnosis: Incorrect translation
Minimal Correction: Translate ""Inani"" as ""Number""
Must-Preserve: Number
Factual Detail: The translation should convey the meaning of counting or quantity."	Number per copy	0	0.5679706335067749	FALSE
Amagama angukhiye:	Keywords:	The words are the key:	0.037593405	0.5591763854026794	"Error Diagnosis: Missing specificity
Minimal Correction: Change ""key"" to ""keywords""
Must-Preserve: Amagama angukhiye
Factual Detail: ""Keywords"" is a specific term related to searching and categorizing information."	Keywords are essential.	0.061033220311973134	0.7913222312927246	TRUE
isi-Bhalthikhi	Baltic	isi-Bhalthikhi	0	0.6273161172866821	"Error Diagnosis: Mistranslation
Minimal Correction: Correct translation to ""Baltic""
Must-Preserve: Baltic
Factual Detail: Refers to the Baltic region."	Baltic	1	0.9844714403152466	TRUE
Ngakhoni Ukubuyisela Ihele	Unable to start %s	I was unable to return the blanket.	0.028599617161713803	0.5486681461334229	"Error Diagnosis: Incorrect phrasing
Minimal Correction: Use correct wording
Must-Preserve: Unable
Factual Detail: Express the inability to start."	I couldn't return the blanket.	0	0.4895259439945221	FALSE
Ayaziwa	Unknown	It is known	0	0.5686625838279724	"Error Diagnosis: Incorrect negation
Minimal Correction: Change to ""unknown""
Must-Preserve: Ayaziwa
Factual Detail: The original source indicates lack of knowledge."	Unknown	1	0.9875068664550781	TRUE
Iya esabelweni sasekhaya	Unable to eject location	She is going to the family gathering.	0.028599617161713803	0.45520249009132385	"Error Diagnosis: Incorrect location interpretation
Minimal Correction: Omit location reference
Must-Preserve: esabelweni, ekhaya
Factual Detail: Indicates going home for a family gathering."	She is going home for a family gathering.	0	0.45096081495285034	FALSE
Hlela uhlelo lokuqala kabusha	Edit Startup Program	Plan to restart the first program	0	0.4652485251426697	"Error Diagnosis: Literal phrasing
Minimal Correction: Revise to match intended action
Must-Preserve: Edit, Startup Program
Factual Detail: Express the idea of revising or editing the program."	Revise the first program startup plan	0	0.585812509	FALSE
Uphawu loku_bekisa	_Bookmarks	Sign of the announcement	0	0.40373915433883667	"Error Diagnosis: Misinterpretation
Minimal Correction: Use correct term
Must-Preserve: Uphawu
Factual Detail: Means ""bookmarks"" in isiZulu."	Bookmark symbol	0	0.6259227991104126	FALSE
Khubaza ikhamera	Swap camera	Capture the camera	0.0724975	0.6415220499038696	"Error Diagnosis: Misinterpretation of the verb ""khubaza""
Minimal Correction: Use the correct meaning of ""swap""
Must-Preserve: ""khubaza""
Factual Detail: The action of exchanging or trading an item"	Swap the camera	0.086214543	0.8739301562309265	TRUE
Amayintshi	Inches	Hints	0	0.5264394283294678	"Error Diagnosis: Incorrect word choice
Minimal Correction: Replace with correct translation
Must-Preserve: Amayintshi
Factual Detail: The word means ""inches"" in isiZulu."	Inches	1	0.980693519	TRUE
Umxhumanisi unqamukile, ngabe ufuna ukuyihambisa ku?	The Link "%s" is Broken. Move it to Trash?	The connector has broken, do you want to take it to?	0.048725949144079676	0.49580779671669006	"Error Diagnosis: Omitted context
Minimal Correction: Add context
Must-Preserve: Link, Broken, Trash
Factual Detail: The item is broken and should be moved to the trash."	The connector is broken, do you want to throw it away?	0.025926417583718425	0.6550849080085754	FALSE
Umayelana:	_Applet:	About	0	0.633299708	"Error Diagnosis: Inaccurate translation
Minimal Correction: Use correct term ""Applet""
Must-Preserve: Umayelana
Factual Detail: Refers to a specific type of software application."	Applet	0	0.8799014091491699	TRUE
Ubungako	Size	Magnitude	0	0.5542846322059631	"Error Diagnosis: Inaccurate interpretation
Minimal Correction: Change from ""Magnitude"" to ""Size""
Must-Preserve: Ubungako
Factual Detail: Reflects the concept of size rather than intensity."	"Ubungako
Size"	0.067544361	0.7995218634605408	TRUE
isi-Baltic	Baltic	isi-Baltic	0	0.6940411925315857	"Error Diagnosis: Unnecessary inclusion of ""isi-"" prefix.
Minimal Correction: Remove ""isi-"" prefix.
Must-Preserve: Baltic
Factual Detail: Language spoken in the Baltic region."	Baltic	1	0.9880052208900452	TRUE
%s: Ngakhoni ukufunda Isibonakaliso soMkhandi	%s: Could not read Manufacturer ID	I could not learn the Engineer's Sign	0.028599617161713803	0.5967332124710083	"Error Diagnosis: Misinterpretation of the meaning
Minimal Correction: Use accurate translation
Must-Preserve: Manufacturer ID
Factual Detail: Correctly convey the concept of identifying the manufacturer."	I couldn't learn the Manufacturer's Identification	0.028599617161713803	0.7012761235237122	TRUE
Ukugcwaliswa	Saturation	Fulfillment	0	0.4522877037525177	"Error Diagnosis: Incorrect word choice
Minimal Correction: Change from 'Fulfillment' to 'Saturation'
Must-Preserve: Ukugcwaliswa
Factual Detail: The concept of being completely filled or saturated."	Saturation	1	0.9870988726615906	TRUE
Umbuyekezo wegama lehele	File Name Preview	The return of the name of the heavens	0	0.33808714151382446	"Error Diagnosis: Literal phrasing
Minimal Correction: Use correct translation
Must-Preserve: File Name Preview
Factual Detail: Accurate document title."	The significance of the name "helehele"	0	0.42624425888061523	FALSE
_Vula idokhumende	_Unlock Document	Open the document	0	0.6971538066864014	"Error Diagnosis: Incorrect interpretation
Minimal Correction: Change ""Open"" to ""Unlock""
Must-Preserve: Vula idokhumende
Factual Detail: The action is unlocking, not just opening."	Unlock the document	0	0.8718025088310242	TRUE
Phoqa Ukuyeka	Force Quit	Stop Resisting	0	0.6544339060783386	"Error Diagnosis: Incorrect interpretation
Minimal Correction: Change to ""Force Quit""
Must-Preserve: ""Phoqa Ukuyeka""
Factual Detail: Reflects the correct meaning of the source phrase."	Force Quit	0.2213885886251307	0.9786490797996521	TRUE
Mawuthulula udoti, izinhlamvu zokucimeka unomphelo.	If you choose to empty the trash, all items in it will be permanently lost. Please note that you can also delete them separately.	When you throw away rubbish, it's the end of the line for the waste.	0.012402667	0.48328113555908203	"Error Diagnosis: Literal phrasing
Minimal Correction: Add nuance and clarity
Must-Preserve: empty the trash, permanently lost
Factual Detail: Emphasize the irrevocable nature of discarding items."	Emptying the trash, the remnants of negligence are irretrievably lost.	0.038130994	0.5485468506813049	FALSE
Uhlobo lwehele elibumime.	The SELinux security context of the file.	The type of a dry riverbed.	0.036917987119846896	0.4100450277328491	"Error Diagnosis: Misinterpretation of source text.
Minimal Correction: Replace with correct technical term.
Must-Preserve: Uhlobo lwehele
Factual Detail: Translation refers to SELinux security context."	SELinux security context.	0.17056466617330127	0.7922965884208679	TRUE
Ongathintwa uya ngaphandle kolayini	Contact goes offline	Those who can be touched will be outside the line.	0	0.38472500443458557	"Error Diagnosis: Literal phrasing
Minimal Correction: Revise for natural English expression
Must-Preserve: Contact goes offline
Factual Detail: Convey the idea of losing connection."	Those who cannot be reached will go offline.	0.023457495174891017	0.652539849	FALSE
Machashaza	Dots	Machashaza	0	0.6087140440940857	"Error Diagnosis: Literal translation
Minimal Correction: Replace with accurate translation
Must-Preserve: Dots
Factual Detail: Reflects the meaning of small round marks."	Dots	1	0.9863352179527283	TRUE
N_dawoleyo:	Local	I am coming.	0	0.4810369908809662	"Error Diagnosis: Incorrect verb choice
Minimal Correction: Change verb to match meaning
Must-Preserve: N_dawoleyo
Factual Detail: Indicates local origin or identity."	I am from Dawoleyo.	0	0.5072125196456909	FALSE
Ukulanda	Description	Download	0	0.6385977864265442	"Error Diagnosis: Incorrect translation
Minimal Correction: Use correct translation
Must-Preserve: Ukulanda
Factual Detail: The word ""ukulanda"" means ""description"" in isiZulu."	Description	1	0.9789637923240662	TRUE
Cishacustomsession	Shut Down	Cishacustomsession	0	0.4763074219226837	"Error Diagnosis: Literal phrasing
Minimal Correction: Use accurate translation
Must-Preserve: Shut Down
Factual Detail: The action of closing a session or program."	Shut Down Custom Session	0.16821895003341453	0.6874178647994995	FALSE
_Sebenzisa Njengephutha	Default	Use As A Mistake	0	0.4318750202655792	"Error Diagnosis: Incorrect interpretation
Minimal Correction: Replace with accurate term
Must-Preserve: Sebenzisa Njengephutha
Factual Detail: Correctly convey the meaning of default."	Act like a default	0	0.6058093309402466	FALSE
Zijwayeze izibalo ngomdlalo owuhlosile	Practice addition with a target game	Get accustomed to the statistics of the game you are targeting.	0.020044994979069072	0.5958377718925476	"Error Diagnosis: Misinterpretation of the intended action.
Minimal Correction: Replace with the correct action.
Must-Preserve: Practice, addition, target game
Factual Detail: The translation should convey the idea of practicing addition within a specific game context."	Practice adding numbers in the game you are aiming for.	0.02568481	0.5993164777755737	FALSE
Priscilla Mahlangu	translator-credits	Priscilla Mahlangu	0	0.5420687794685364	"Error Diagnosis: Missing translator credits
Minimal Correction: Add translator credits
Must-Preserve: Priscilla Mahlangu
Factual Detail: Acknowledgment of the translator's contribution."	Priscilla Mahlangu (Translated by: [Translator's Name])	0	0.5621740818023682	FALSE
Umsindo wokuphihlika	Shutter	The sound of cracking	0	0.3997664153575897	"Error Diagnosis: Inaccurate interpretation
Minimal Correction: Replace with correct term
Must-Preserve: Umsindo, wokuphihlika
Factual Detail: Reflect the concept of 'shutter' accurately."	The sound of a shutter closing	0	0.4152141213417053	FALSE
Umbala ongenelele	Color	Intruding color	0	0.6885693669319153	"Error Diagnosis: Overtranslation
Minimal Correction: Remove unnecessary word
Must-Preserve: Umbala
Factual Detail: The translation should accurately convey the concept of ""color"" without any added words."	Color intrudes	0.067544361	0.8050401210784912	TRUE
isi-Khoriyeni	Korean	is-Khoriyeni	0	0.49250245094299316	"Error Diagnosis: Misspelling
Minimal Correction: Change spelling to ""Korean""
Must-Preserve: isiZulu
Factual Detail: Language origin clarification."	Korean	1	0.9858728051185608	TRUE
_Jikeliza isikhala sohlu oloqonde-thwi	_Rotate on vertical panels	Rotate the rectangular list space	0	0.6008759140968323	"Error Diagnosis: Incorrect meaning
Minimal Correction: Translate as ""Rotate on vertical panels""
Must-Preserve: Jikeliza, isikhala sohlu
Factual Detail: Refers to rotating on vertical surfaces."	Rotate on vertical panels	0.43146827293898643	0.8852676153182983	TRUE
Hambisa uhlamvu olukhethiwe ngalunye ukuya kudoti	Move the selected file out of the trash to “%s”	Move each selected item to the trash.	0.047939885058777255	0.6981446743011475	"Error Diagnosis: Incorrect target location
Minimal Correction: Move the selected file out of the trash.
Must-Preserve: selected file
Factual Detail: Emphasizing the specific item being moved."	Move the selected file out of the trash.	0.5535566902494308	0.802651048	TRUE
Gcina imiboniso-sithombe ihlelwe ngokobungakanani kumdenda	Keep icons sorted by trash time in rows	Keep the photo exhibitions arranged according to size in the gallery.	0.023837651	0.5364061594009399	"Error Diagnosis: Misinterpretation of key words.
Minimal Correction: Use correct terms.
Must-Preserve: icons, sorted by trash time
Factual Detail: Organizing icons based on when they will be deleted."	Sort the icons by deletion time to preserve them.	0.0308718	0.5938730239868164	FALSE
Inhlobo-mbhalo	Font	In the type of writing	0	0.47412171959877014	"Error Diagnosis: Incorrect interpretation
Minimal Correction: Use correct term
Must-Preserve: Font
Factual Detail: The translation should accurately convey the concept of font."	Font style	0.067544361	0.8120110034942627	TRUE
lazy bum	libfaim maintainer	lazy bum	0	0.5553848743438721	"Error Diagnosis: Literal phrasing
Minimal Correction: Replace with accurate translation
Must-Preserve: libfaim maintainer
Factual Detail: Maintains the meaning of lazy bum in isiZulu."	izimpandla ezidolobha	0	0.5040280818939209	FALSE
intwana yemenyu yesisakazi	radio menu item	the menu item of the broadcaster	0.097177166	0.622911811	"Error Diagnosis: Incorrect interpretation
Minimal Correction: Change ""broadcaster"" to ""radio""
Must-Preserve: intwana yemenyu, yesisakazi
Factual Detail: Emphasize the radio context in the menu item translation."	the radio menu item of the presenter	0.19308506685901675	0.6733311414718628	FALSE
Ihele alitholakalanga	Icon '%s' not found	The gate is not available.	0.03182213	0.5236624479293823	"Error Diagnosis: Incorrect interpretation
Minimal Correction: Use correct icon reference
Must-Preserve: Icon
Factual Detail: Communicate that the specific icon is not found."	The specific icon is not found.	0.081939172	0.7436339855194092	TRUE
_Phezulu	_Up	Above	0	0.5003823637962341	"Error Diagnosis: Incorrect direction translation
Minimal Correction: Change to ""Up""
Must-Preserve: Phezulu
Factual Detail: Directional translation meaning ""Up"" is crucial."	Up	0	0.830679178	TRUE
Imbobo yokuxhumana:	Port:	Communication channel:	0.0724975	0.6516681909561157	"Error Diagnosis: Incorrect translation
Minimal Correction: Change to ""port""
Must-Preserve: Imbobo yokuxhumana
Factual Detail: The translation should accurately convey the meaning of a port."	Imbobo yokuxhumana: Port	0.07258114	0.7033063769340515	TRUE
Umngenisi-bizo:	Password:	Noun introducer:	0.0724975	0.43299415707588196	"Error Diagnosis: Incorrect translation
Minimal Correction: Replace with ""Password""
Must-Preserve: Umngenisi-bizo
Factual Detail: The term refers to a password, not a noun introducer."	Password:	0.2213885886251307	0.9864940643310547	TRUE
%s: angitholi umsenzisi wegdm (%s). Ngiyaphunza!	%s: Can't find the GDM user '%s'. Aborting!	%s: I can't find the GDM implement (%s). I'm learning!	0.21479172459878046	0.5896329283714294	"Error Diagnosis: Incorrect translation of ""umsebenzisi"" as ""implement"".
Minimal Correction: Replace ""implement"" with ""user"".
Must-Preserve: ""angitholi"", ""wegdm"", ""Ngiyaphunza""
Factual Detail: The translation should convey the meaning of not being able to find a specific GDM user."	%s: I can't find the GDM user (%s). I'm learning!	0.2915369229944523	0.6308339238166809	FALSE
Buyisela _emuva	Zoom _Out	Return back	0	0.5483896136283875	"Error Diagnosis: Literal phrasing
Minimal Correction: Use appropriate phrasal verb
Must-Preserve: Zoom Out
Factual Detail: Convey the action of moving away from a close-up view."	Step back	0	0.5479277968406677	FALSE
